"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
1.38340181578993,1.98121803758987,2.99036088557643,3.84633862849136,5.10068200721566,5.06175051340299,6.67600307183065,7.72756744014357,8.91491354930614,9.53154331424172,10.3071089462083,12.4384667177238,13.1409570737047,14.5081465401305,15.0930210397605,15.8162672532675,17.2306239153565,18.4187475182801,19.300276814475,20.3128663066536,20.9631761817396,22.2024437340953,22.9608866405601,23.5256196017366,25.1753233846255,25.89071896987,27.5044109394838,27.6261970349294,29.4319097501078,30.527962871037
0.812150846590992,1.57792650250707,2.96895174654915,4.46327933027578,5.49120202703723,6.52230310134624,6.67108275209767,7.40188326305531,9.6766373998583,9.55114981841793,10.7646901889117,12.0434437166114,13.1195767470647,13.6102030440991,14.5857567549267,15.9000597777643,16.9333701666669,17.7749494034057,19.1839048163208,20.0021736412091,22.2535277142788,22.554964059356,22.9725139652216,23.2866434604892,26.1504594920376,26.1565157071495,27.2687928337238,27.3314011165849,28.9573023646099,29.3121675275587
1.14378921251795,1.26392534432953,3.18279707758802,3.24367044620623,4.42924852540114,6.45033753176429,6.82161211252784,8.27133889880637,8.42529694389414,10.0327610255265,11.1069199304919,12.3712318967847,13.1638861488905,13.7273208083289,15.0042577432748,16.0907365978698,16.8449606781744,17.2932528830394,19.1792571024865,20.315420060753,21.5709107127965,21.7269764897739,23.0546009386869,23.9781734075551,25.1607681060184,26.2720573780256,26.7364012955149,27.2571072585872,29.1431317910306,29.5620530696148
-0.217977324531117,2.36248684537471,3.48260995380275,3.41256989909291,5.37716183486971,5.98275555500662,7.16999483976684,8.12145321936031,9.26823006636724,10.8008966054946,10.8001942992393,11.4619263103932,12.5836007419839,12.9133778787548,15.1536981752487,15.226612040139,17.0715608348454,16.9731228219815,19.3212449779481,19.7625767965741,21.1443809888812,22.627813629239,23.3096365147819,23.3559642674083,25.6223594239032,26.2382405123205,26.3450029837547,27.9368218227507,29.2094817179155,29.765524254778
0.608258924105462,2.12166506720846,3.86916120155992,3.29768278024307,5.31168240143228,6.09595875856055,7.0513904769701,7.76648149780228,9.58509805639691,9.2160851647993,11.1443273420003,11.6429025930748,12.717715395234,13.0910162106961,14.5443165831074,16.7321286233479,16.618853023892,18.5495122821487,18.5864159635374,19.9577485396062,21.1297450292284,22.2662965283179,21.9741366771127,24.3407785963964,24.6170741082502,27.1821330482942,27.0916130178051,27.7939462591432,29.305305596812,29.7620135839837
0.945992981733726,2.18181862143246,2.50953666503337,4.19778948592093,5.98361717889954,5.81887974578767,6.5226238976675,8.23202813016844,8.25437997264326,10.0166861952822,9.87392841438701,12.5781684308195,12.8057777305876,13.5841596501603,14.9986119349234,15.7042497236726,16.2972090194868,17.5970393076452,18.3744925436101,20.2140479606177,20.7726092732924,21.204518087475,22.8077841595799,23.5759528201611,25.1395471991151,24.8293372445081,27.0160551447643,29.0422225806088,29.1329317274336,29.5124847345908
0.872052575533723,2.01037205995234,3.26350968941326,3.22852658831253,5.27009030405,5.50986096433535,6.60425378670393,8.3290611898215,8.34000242312081,10.325116668361,9.75495999329357,12.8799117694434,13.1471416344176,13.9316528317788,13.8772424560389,16.3771461588263,16.9171455115333,17.8171353867931,18.6772795574833,20.2319425069434,21.2171618299878,21.3654197955043,22.7533394439261,24.4409472525157,26.255961880901,25.0606792090249,27.6408574563126,28.2290465053918,28.8990588840556,30.104319517497
1.66669041116369,2.31847995595693,3.35236422583912,4.29860855935561,5.71149916055965,6.49959176854194,6.31487571119869,8.29205698574388,9.73487241822738,9.28419898293775,10.2501117102624,11.6711521282223,12.6927100689363,14.1872221336557,14.8317070404944,16.2238647955591,17.1508644240871,18.4453170559868,19.0737918998388,20.2372385583528,20.4519808057741,22.3054109777629,23.8811518987279,23.6368750153482,25.2866505976475,27.1312272773333,27.4128106690852,27.972453619762,28.7302912942649,30.0365441019973
1.78304498653758,1.49577396554384,2.07470004521935,4.75878069443077,5.43996263812645,5.2463159574117,7.62421296799104,7.5362228148862,9.52359113232093,9.77345910810685,11.4578750100007,12.4784295245675,13.8974538629156,14.0011151868685,15.1394772199443,15.7827537517885,16.6624855921908,17.8953183754812,18.2116044230342,19.562707570788,20.7352880218899,21.7267964962779,23.2332535346372,24.052935503201,24.1349723548385,26.7384094981378,27.0662927598004,28.7704321469588,28.8141608807913,29.5537680656722
0.743417781163628,1.52518068506815,3.38543428640888,4.20011090553913,5.15900445501287,5.1208180954337,7.18830455069824,9.3967621038871,8.8543286589664,9.92454788408434,10.8700207714383,12.4032808998614,13.4973783607638,13.843194290057,14.5149538252402,16.1148054960114,16.9652920250562,19.0022795964383,18.7514893655419,19.455961056079,21.6903081504897,22.8689834424759,23.6794649665352,24.2596831020167,25.0437037864432,26.2041586967915,26.6821918595585,27.8977315337362,28.9531955353886,29.7629459654652
0.928066642325836,2.10878546674389,2.50728546421155,3.41254576187278,4.26881954532243,4.65060060996856,7.66987203728292,7.67281453289275,9.43335342574031,9.8913179389522,11.5093893266895,11.9521438968474,12.9571792034627,14.7989744063033,15.6358754954097,15.9948814138905,16.7994655966057,17.6228259112875,18.9285027843454,19.4118369275237,21.3982378433531,23.0021918244084,23.5879238126962,24.1880198454993,25.1444055797796,26.4929013903257,27.5415125780373,28.2283299633945,28.8818993333803,30.5092085866575
1.19705903638538,1.50068922706463,2.4719137137326,4.02979432080662,4.58683871916175,5.75957990469606,7.68682345664094,8.325566057921,9.08532532893514,9.87679075318146,12.2882881058127,12.6560419626734,13.2090818714649,13.9879274287015,15.7533975964971,16.7592545866445,16.6370164415455,18.3493325063736,19.619974989715,19.4656594615059,20.7863052078335,21.7858545514865,22.4012212626269,23.8020915139443,24.624171085135,26.4546583388877,26.9506891974313,28.4264725032306,28.9082317021607,30.2253272024056
1.17671599001184,2.14104021406639,3.27605308193672,4.60180252398476,4.13905078696777,5.92729897027754,6.71940749150189,8.57056210795369,10.1718129559858,9.90779824335555,11.5682413455976,11.532530070878,13.1986346073284,14.6449343852738,15.0515353361977,15.4451536721996,16.9687239463861,18.3343831271931,18.4834527416908,21.0714484668459,21.233493232371,22.2575769257411,22.6673123732617,24.6840891867856,24.5073893223909,27.0293428056984,27.8785629734252,27.5077722811807,27.5421785564351,30.7044315886654
1.19562332692407,2.27409879808968,2.99821060388846,4.1430607102571,5.08595952447261,6.55057617977237,7.18167151822441,8.17836289306798,8.5031887093899,10.4221534239385,11.2059961778548,11.0159559282069,13.3005481086933,14.5456174251177,14.7527519309717,15.9101175371657,16.2942589283518,18.2929978280951,18.7020507527719,19.6038301709243,20.6625552959519,21.8859894894262,22.6883406959455,24.2914173648712,25.105224836453,26.5643039057621,26.27581071019,28.7219294687996,28.6239330372734,30.3705803949082
1.90024025576942,1.62607886865667,2.40026084913029,3.25152891339042,5.34133103089377,6.07025967779919,6.87555624900034,7.99981757547947,9.75876514009894,9.94900594599187,11.0874228345979,12.2383917122645,12.4965526819981,13.8630109604963,14.9902439707379,16.2640116092245,16.1096711841097,18.1983450665908,19.049249724071,20.3380897288778,22.1074276636524,21.6795951469743,22.9530027298991,24.1561300635597,25.3869844286151,25.8790467704953,27.0374651759959,28.5896250821265,30.1920915552142,29.9808216145615
